Instance,Year of Record,Gender,Age,Country,Size of City,Profession,University Degree,Wears Glasses,Hair Color,Body Height [cm]
24956,2010.0,-1,53.0,141,0.24951463669197543,1074,0,0,1,166
1366,1981.0,1,35.0,125,0.2833126795495166,704,0,1,1,184
39608,2008.0,-1,45.0,12,0.5157894284562283,976,1,1,0,162
66455,1995.0,0,33.0,80,0.48850590536667765,1152,2,0,2,183
65369,2016.0,-1,39.0,83,-0.3629657156552205,1020,0,1,0,201
76966,1981.0,-1,55.0,63,-0.34061272621705746,1158,-1,0,0,161
30053,1980.0,0,82.0,51,0.16211710110752434,1086,-1,0,2,167
86878,1991.0,-1,61.0,69,0.10871288163247089,1219,-1,0,-1,179
68537,2018.0,-1,34.0,105,0.4725134434883903,1069,1,0,0,206
86696,1982.0,-1,23.0,7,-0.028169957263291957,1071,-1,0,1,204
75199,2004.0,-1,32.0,112,0.1873486316407496,1001,0,0,0,208
100400,2006.0,1,28.0,119,-0.014267058329454426,1189,0,1,2,156
8975,2015.0,-1,30.0,17,-0.38097445502951743,927,1,1,2,162
33301,2011.0,-1,57.0,144,0.18598867635703667,627,0,0,2,175
54616,1988.0,-1,33.0,17,-0.3534529861485122,820,-1,1,2,177
19436,2001.0,1,36.0,68,-0.3803932735934696,1042,1,1,2,180
27404,2008.0,-1,65.0,151,-0.35845170309686636,1196,0,1,2,151
27633,2004.0,-1,47.0,13,-0.09032158352400103,1084,-1,0,0,166
50836,1998.0,-1,15.0,60,-0.0350216828604978,832,0,0,0,177
45062,2019.0,1,40.0,127,-0.35880792603611994,795,0,1,0,170
56413,1980.0,-1,38.0,35,0.1977635142943957,665,-1,0,3,209
100656,1981.0,1,29.0,83,0.2779289820808754,1102,0,0,3,199
97366,2008.0,1,17.0,29,-0.3278541007091817,1098,0,1,0,204
87320,1987.0,1,33.0,158,0.5774925292192054,1079,-1,0,0,178
109185,1986.0,1,52.0,77,-0.36709938601280906,1317,1,1,2,166
22884,1993.0,-1,44.0,21,0.21688498652190794,681,0,0,2,185
109953,2019.0,-1,24.0,95,0.7301048372763846,1285,-1,1,0,161
29309,2004.0,0,63.0,165,0.29467656237726797,1242,0,1,0,143
53234,1998.0,0,15.0,109,-0.3774952515564169,749,-1,0,3,168
25696,1982.0,1,29.0,69,0.27124145299473174,1082,1,0,2,197
32316,2004.0,1,14.0,116,0.5220154447499796,928,-1,0,2,170
84729,1999.0,-1,45.0,5,-0.3314283897324736,1005,1,1,-1,208
32856,1998.0,1,53.0,125,-0.3832574358980151,900,1,1,1,201
96889,1994.0,0,25.0,156,-0.3573552043619764,1177,0,1,1,195
619,1987.0,1,22.0,51,-0.09796692559134086,732,1,1,1,189
11916,1999.0,-1,16.0,71,-0.32620656961513383,821,1,1,2,203
21048,1998.0,-1,31.0,38,0.0874369099872074,796,0,1,0,163
16699,1993.0,1,48.0,34,-0.26837321882897025,1282,-1,1,2,192
65017,1998.0,-1,73.0,71,0.0014132446450338513,781,0,0,2,160
111928,1996.0,-1,59.0,128,0.08211582983210686,1029,1,0,1,153
94053,1983.0,-1,36.0,165,0.5625691999906309,949,1,0,2,177
25102,2007.0,-1,17.0,64,0.3843742406124464,797,1,1,1,153
30134,1997.0,1,48.0,63,0.07407066462201103,1045,0,1,0,204
31073,1988.0,0,46.0,57,-0.3560796664935553,808,0,0,0,179
2808,1999.0,0,43.0,127,-0.04114333696501464,997,1,0,-1,141
6086,2007.0,0,37.345303545323276,109,-0.1243928234013604,765,-1,0,1,159
7547,1989.0,1,23.0,36,-0.35977965397588074,1024,-1,1,0,156
64730,2010.0,-1,20.0,135,-0.3797304577338428,900,0,1,2,196
70921,2016.0,1,35.0,164,-0.1920390029672753,999,0,1,2,184
15228,1993.0,1,18.0,33,-0.3682190763453067,641,1,1,0,217
76400,1993.0,1,28.0,63,0.06249109993650846,682,0,1,3,182
944,2018.0,1,41.0,153,0.25248640800942046,819,1,0,0,177
38079,1982.0,0,50.0,8,-0.3799322246330294,1015,2,0,0,173
28589,1989.0,0,54.0,35,-0.3715767558469431,1108,2,1,0,161
107885,2016.0,-1,38.0,128,-0.006557707452717466,873,-1,0,0,173
44704,1996.0,1,61.0,129,0.16209901166139037,708,1,1,0,188
64645,1982.0,0,24.0,113,0.06669620041472862,988,0,1,1,151
41666,1997.0,-1,19.0,113,-0.3770754836397183,566,0,0,1,203
58978,2017.0,-1,24.0,51,0.171537064223802,1206,-1,1,0,172
20992,1990.0,1,42.0,118,-0.3586966063676032,920,0,1,0,193
59140,2014.0,0,34.0,125,0.026374824982106002,830,0,0,1,157
46502,1986.0,0,71.0,112,-0.10042059661823086,904,0,0,0,167
96461,1986.0,1,49.0,45,0.02478573671402942,911,1,0,1,232
10990,1981.0,-1,16.0,33,-0.034923814318593496,752,1,0,0,174
74424,1999.0,-1,77.0,38,0.48843030075847665,1059,1,1,2,169
32286,2012.0,-1,45.0,142,-0.37715108824791926,983,0,1,1,208
78858,2019.0,-1,58.0,151,-0.011955783711875443,953,-1,0,-1,184
33888,1989.0,0,18.0,112,-0.12944534485616432,1013,1,0,2,142
77329,1982.0,1,72.0,72,-0.35402628244137346,910,1,1,1,131
106572,1999.0,-1,17.0,54,0.1784101260908069,1230,0,1,0,175
60320,1986.0,1,41.0,105,-0.37351974789451253,910,1,0,0,175
86968,1985.0,1,42.0,78,0.029884177532096486,759,0,0,0,217
26372,1983.0,0,46.0,156,-0.2035383247250554,1018,2,0,0,145
92238,2013.0,-1,60.0,110,-0.34770193377376574,927,1,1,1,183
71075,1999.0,1,56.0,125,-0.3448577162431628,882,0,1,2,159
55487,2015.0,0,28.0,39,0.5273838357641998,984,-1,1,1,169
110433,2014.0,0,31.0,41,0.6033363179292727,1072,0,1,-1,163
59753,1988.0,1,43.0,104,-0.10157321901933135,767,0,1,-1,196
90702,2004.0,0,19.0,153,-0.38138216331546004,756,0,0,1,154
9549,2013.0,1,31.0,112,0.2990560636694977,1063,-1,1,1,221
33309,1986.0,1,41.0,25,-0.3459212829094499,871,1,0,2,199
56765,1987.0,0,43.0,33,-0.28544223466820495,890,0,0,2,152
18064,2014.0,1,48.0,95,-0.24053356122878802,850,-1,0,1,209
75173,1996.0,1,35.0,69,-0.055087516942593805,46,2,0,0,180
110535,2011.0,1,35.0,36,-0.35356523348093327,650,0,1,0,182
25198,2016.0,1,62.0,109,-0.003123031847023634,1018,1,0,1,195
5656,1982.0,0,62.0,141,-0.3510559026197849,-1,-1,0,0,182
78166,1989.0,0,47.0,15,8.720424702021807,1089,0,1,0,151
16077,2012.0,0,28.0,44,0.6942552656944703,1033,2,0,4,149
66553,2001.0,-1,15.0,112,0.4865452877049264,895,1,1,1,151
65979,2019.0,-1,26.0,41,-0.2292267297311515,764,0,1,-1,210
56723,2018.0,-1,51.0,65,0.41126072355095394,1249,-1,1,0,179
11848,1980.0,0,49.0,117,-0.3582392680627802,875,-1,1,0,158
48974,1986.0,-1,53.0,124,-0.34792318161494273,632,1,1,0,171
82687,2006.0,-1,72.0,144,-0.03275864676594275,864,-1,1,3,160
2101,2012.0,1,25.0,25,-0.02554559607800962,830,-1,1,2,203
65510,2004.0,-1,18.0,141,-0.016685014296028627,823,0,1,2,184
53178,2017.0,0,41.0,60,0.4769022214196631,967,-1,1,0,150
14689,1995.0,0,58.0,43,-0.1577882601244327,912,0,0,0,182
28126,2005.0,-1,28.0,105,-0.3599767825555458,874,0,1,0,166
108282,2007.0,1,54.0,104,0.3319296894463977,865,-1,1,1,195
12695,1981.0,0,56.0,69,-0.3744427734792972,1040,0,1,2,183
35337,2009.0,0,47.0,125,0.3990670453608007,685,0,1,3,174
79714,2002.0,1,32.0,64,-0.16404396166312177,917,0,1,0,165
57874,1996.0,0,30.0,103,-0.3247603415883204,564,0,1,1,186
96288,1988.0,1,37.0,110,-0.3850496825611347,710,0,1,0,209
101087,1986.0,1,39.0,148,0.3200212679068186,758,-1,1,0,182
89911,2016.0,1,38.0,78,0.7071029469371595,1034,1,0,0,158
31354,2015.0,-1,44.0,22,0.2078625273886255,1163,1,1,1,201
24804,2004.0,0,29.0,57,-0.35682411677676107,736,0,1,2,164
103829,2009.0,1,44.0,156,0.3832420268172406,56,0,1,2,186
35505,2008.0,-1,70.0,113,0.6237704345813783,1105,0,1,0,206
75587,1980.0,-1,38.0,153,-0.37558797456916326,897,0,0,1,150
82374,1986.0,-1,24.0,125,-0.3760448490420341,918,0,1,2,180
36929,1988.0,-1,14.0,116,0.08901393862452801,1104,0,0,0,197
3642,2016.0,1,53.0,21,0.08865354119770504,553,-1,1,2,184
99017,2018.0,0,18.0,5,-0.2913472792510663,1255,-1,0,0,190
66171,2015.0,-1,20.0,17,-0.3495730318687514,1088,-1,1,2,150
16042,1999.0,-1,15.0,38,0.11672325944615522,1210,-1,0,0,171
57676,1986.0,-1,22.0,33,-0.15295791417471014,506,-1,0,1,151
105277,1984.0,-1,17.0,148,-0.3480901611177179,985,1,1,3,209
25900,1983.0,-1,44.0,128,-0.29439372751280796,997,-1,1,2,187
12189,2013.0,1,48.0,38,-0.3798835222780533,913,0,0,1,180
74881,1996.0,1,40.0,77,-0.383293614790283,705,0,1,-1,167
69178,1996.0,-1,59.0,42,0.3443255983676898,1039,-1,1,-1,160
101281,1988.0,1,39.0,35,0.36458299504602504,710,1,1,2,147
60015,1996.0,1,48.0,72,0.4202047950843225,998,-1,0,0,166
49935,2008.0,1,28.0,8,-0.3717984675200723,921,0,1,3,185
66841,1995.0,0,28.0,35,-0.3512799334526749,928,-1,1,2,164
45434,1990.0,1,32.0,127,0.39367731807678147,752,0,1,0,130
106556,1992.0,0,39.0,73,0.5301181251221424,825,0,1,3,155
31246,2015.0,1,33.0,65,-0.14648838610607845,1307,-1,0,-1,178
110348,1996.0,0,20.0,78,0.39419773752709725,931,-1,0,1,164
88030,1992.0,1,47.0,65,-0.3647194642663114,954,-1,0,0,166
33507,1984.0,1,38.0,101,0.1637340192927301,811,-1,1,2,205
91714,2005.0,-1,25.0,128,-0.011706242121617066,888,-1,1,0,183
75193,1997.0,1,51.0,21,0.11894037617744713,788,-1,0,2,196
86590,2011.0,-1,30.0,127,-0.34437254802121064,1171,1,1,1,186
13813,2013.0,-1,22.0,118,-0.19969686849732327,625,0,1,3,177
56662,2002.0,1,52.0,141,-0.36291144731681857,714,-1,1,1,189
99690,2017.0,1,22.0,33,-0.27097206925688416,857,-1,1,2,191
94347,1997.0,1,34.0,112,-0.3675219369212206,689,1,1,3,200
88875,1988.0,0,67.0,141,-0.37905001626003415,737,1,0,2,158
48607,2005.0,1,40.0,113,0.4713455146328688,1063,0,1,0,166
61925,1984.0,1,38.0,135,-0.3813631462054217,955,1,0,0,192
16287,1993.0,0,53.0,153,0.18738712969277832,1013,0,0,1,178
2739,2001.0,1,69.0,45,0.4364416964013945,978,0,1,0,199
30099,2009.0,0,26.0,105,-0.3472738168819284,810,-1,1,0,179
97509,1989.0,-1,19.0,128,-0.01883441156230617,965,-1,0,2,201
66552,2013.0,0,53.0,7,0.1491590278602227,894,1,0,3,162
44313,1998.0,-1,32.0,65,-0.28981245932139166,693,-1,1,2,178
82226,1996.0,1,56.0,99,-0.32001534071779403,569,1,1,0,157
59658,2005.0,-1,30.0,112,-0.34586747840300014,1088,2,1,2,186
35670,1982.0,-1,65.0,83,0.32339471769482825,953,-1,1,2,155
10186,2005.0,1,19.0,34,0.009335494387809092,1005,-1,0,0,199
35942,2008.0,-1,28.0,156,-0.11211982994738894,512,1,0,1,193
37535,1989.0,0,46.0,153,0.0631873116966903,1056,0,0,0,198
102321,2009.0,-1,35.0,82,0.3692593487876328,745,1,1,-1,191
17496,2016.0,1,21.0,12,0.45842593943759585,1057,1,0,0,211
19101,2007.0,0,78.0,118,-0.34729793614344034,1236,-1,1,2,140
59657,2007.0,-1,26.0,41,-0.3538393581646558,865,-1,0,-1,203
55125,2017.0,1,35.0,8,0.4120311484234803,885,0,1,2,150
100426,1995.0,-1,33.0,141,-0.36679696758000524,871,-1,1,3,169
22118,2013.0,1,36.0,72,-0.36933551985413926,852,1,1,-1,184
94160,2000.0,1,40.0,65,-0.009464078464908899,723,0,1,2,181
70390,1991.0,1,39.0,60,0.2012895647946637,1161,0,1,1,177
7555,2006.0,-1,59.0,64,-0.24350997086575457,854,1,0,1,204
100009,2003.0,1,18.0,16,-0.10227824358660409,824,-1,0,0,162
21053,1990.0,1,17.0,82,0.4593378330555289,875,1,1,2,192
15572,2019.0,-1,19.0,142,-0.345391586820091,785,0,1,0,173
36429,1990.0,0,20.0,41,-0.3592355790960051,892,1,1,0,162
65951,2012.0,-1,44.0,86,-0.37808617346345996,-1,-1,1,1,205
105935,1999.0,-1,17.0,113,0.24300846589912364,947,-1,0,-1,167
89536,1990.0,1,32.0,105,-0.3146089154834973,1003,0,1,0,186
1739,1980.0,0,33.0,151,-0.15127559568425078,860,0,0,0,182
49897,2005.0,1,25.0,23,-0.34926458362056956,847,1,0,0,165
104136,1982.0,-1,29.0,82,-0.37229755070058906,960,0,0,0,199
25979,2002.0,1,19.0,38,-0.3704784017842445,1240,-1,0,2,188
90838,2004.0,-1,27.0,40,0.0941327880484898,1193,0,1,1,194
40551,2009.0,1,16.0,113,0.39119210647714503,993,1,1,1,215
65772,2006.0,1,25.0,34,0.21923151236785057,921,-1,1,0,144
38917,1990.0,0,76.0,113,-0.024500582689808648,1086,0,1,0,156
26427,1991.0,-1,35.0,34,-0.345467191428292,984,-1,1,3,159
21067,1980.0,1,37.0,110,0.008414787962785154,778,-1,1,2,205
92637,1996.0,-1,30.0,13,-0.1410147052387195,1116,-1,0,4,174
34239,1994.0,-1,39.0,8,-0.3796567084534504,863,-1,0,-1,196
59931,2003.0,1,25.0,113,-0.13010816071579112,1169,0,0,0,188
107165,1989.0,-1,26.0,69,-0.37854629475999585,852,1,1,1,193
103898,2008.0,-1,36.0,7,-0.33370163012997606,708,0,0,2,154
103700,1996.0,0,35.0,153,-0.3437505493733733,1184,1,0,1,177
74670,2006.0,-1,25.0,116,0.7213054813120878,1125,0,1,2,160
40850,1981.0,-1,72.0,51,0.22229233942010898,518,1,1,3,203
99242,2005.0,0,28.0,156,-0.3694152989499096,1086,-1,1,3,154
102775,2014.0,1,52.0,163,-0.2820117335500805,1250,1,0,1,171
105274,1997.0,-1,53.0,34,-0.10134362220301556,1254,-1,1,0,190
78118,1990.0,-1,36.0,124,0.3694940477554222,1305,1,1,0,189
12562,1993.0,1,66.0,45,-0.34670052058906714,559,0,1,2,182
80487,2015.0,-1,50.0,78,0.6703558605278287,929,0,0,0,186
22242,1989.0,1,69.0,128,-0.352143588547584,745,0,1,0,159
59693,1981.0,-1,24.0,51,0.04749958741096757,928,-1,1,1,167
102866,1993.0,-1,31.0,144,-0.19948257813542855,661,0,1,3,175
22399,2016.0,-1,26.0,13,0.4013245154719299,895,-1,1,1,178
29626,1982.0,1,35.0,34,0.02326761473463227,1144,-1,0,-1,146
16002,1986.0,-1,18.0,153,-0.12869208176586766,688,0,1,1,206
13977,1986.0,1,26.0,151,-0.34261369725864604,1170,1,1,3,183
97051,1980.0,1,51.0,83,-0.36583729927100045,708,0,1,2,186
46239,2006.0,-1,22.0,119,-0.36090815711546925,1011,-1,1,1,152
65003,1995.0,-1,16.0,22,-0.3546765748382921,768,0,1,-1,205
37239,2001.0,-1,26.0,132,-0.11288608033234587,979,0,0,4,156
1663,2011.0,0,53.0,63,-0.0855097908523646,651,0,0,1,164
19186,2005.0,-1,62.0,142,-0.020700871337770314,1168,1,0,0,197
108410,2018.0,0,51.0,141,-0.04521949216053624,782,-1,0,2,173
23899,1981.0,-1,16.0,29,-0.37876475960946,1121,0,0,0,159
59330,2015.0,0,24.0,142,-0.3730508137908857,870,1,1,2,139
61356,1986.0,-1,18.0,29,-0.05341911341069904,1034,1,0,1,193
8725,2003.0,-1,37.0,164,0.6855918124921543,1044,0,0,-1,170
97707,2005.0,1,16.0,105,0.19600327203597462,1042,0,0,2,210
73699,2002.0,1,39.0,12,0.010924118823933517,860,-1,0,1,204
44716,2005.0,1,55.0,44,-0.37001920815161293,621,1,0,2,177
76350,2002.0,-1,18.0,80,-0.11325992888578129,577,0,1,0,192
1698,2016.0,-1,22.0,105,0.197725016242367,807,1,1,1,176
3245,2008.0,-1,37.0,21,-0.3787605851218906,938,0,0,0,191
36253,2016.0,1,35.0,129,0.5518212859953389,1089,0,1,0,189
60018,1981.0,-1,20.0,105,-0.33756071197188997,1178,-1,0,2,173
108049,2012.0,1,18.0,83,0.9720776177395271,1082,0,0,1,169
76625,2001.0,1,27.0,45,0.787731319011888,866,2,0,2,154
26428,2000.0,0,20.0,38,0.34601069984986205,791,-1,1,0,135
81475,1995.0,1,47.0,83,0.6415811177121058,893,-1,0,3,164
38945,1987.0,1,46.0,51,-0.38233255498542174,859,0,0,0,160
67815,1984.0,1,21.0,57,-0.37355314379506754,930,-1,0,2,144
28716,1999.0,1,81.0,124,-0.2704215007296784,624,-1,1,0,164
21653,2002.0,1,33.0,142,-0.36786563639776604,1028,2,1,1,183
27112,2016.0,0,39.0,12,-0.3675404901993067,854,0,1,0,170
33429,2005.0,0,22.0,69,-0.37188937858269433,641,-1,0,2,143
60377,1997.0,0,48.0,105,0.7519262752973802,1130,-1,0,-1,158
43657,2015.0,0,16.0,135,-0.38393045606058923,983,0,0,0,168
67399,1985.0,-1,88.0,113,-0.3722075673018714,1078,1,1,1,205
18719,1986.0,1,45.0,78,-0.3433586113738039,800,0,1,0,185
61115,1980.0,1,14.0,55,-0.05890856456443118,1030,2,0,2,156
68035,1998.0,1,32.0,80,-0.3856874514953452,832,-1,0,0,163
60455,2017.0,0,35.0,95,0.04900982424717812,847,-1,1,0,173
10149,2002.0,-1,30.0,138,0.24583598547944904,1014,0,1,0,179
56614,1983.0,0,41.0,125,0.1098534444028154,999,1,0,0,142
89345,2019.0,1,33.0,142,0.38857702193090576,573,1,1,1,178
7789,2013.0,1,37.0,144,-0.35888028382065584,977,1,0,1,180
34763,1983.0,-1,80.0,41,0.3164270341095841,1195,-1,1,0,203
78545,2013.0,1,27.0,41,-0.3090545278564637,876,0,1,0,190
29330,2018.0,1,47.0,119,-0.3444314546791341,1167,1,1,1,168
18135,2011.0,0,60.0,105,0.6330475374563928,868,-1,0,0,137
42464,1992.0,0,19.0,129,-0.11617047438554211,832,2,0,0,146
38810,2014.0,-1,39.0,60,-0.3791664380800246,1282,0,0,1,164
79948,1998.0,1,56.0,28,-0.37129938433955556,1040,0,1,1,173
10443,2007.0,1,47.0,128,0.43416103469265765,1126,0,1,1,163
72100,2000.0,0,78.0,127,0.20660600663024273,651,-1,1,0,171
80081,1980.0,-1,18.0,19,0.6085094356916364,1069,0,0,2,172
106154,2019.0,-1,25.0,36,-0.2221894713530844,1187,1,1,2,192
25735,1989.0,1,38.0,22,-0.35685333818974674,854,1,1,1,169
29414,1989.0,1,31.0,92,-0.36947327794392876,802,0,1,-1,203
87678,1994.0,0,58.0,151,-0.3710716428510484,963,2,0,0,177
55963,2009.0,1,73.0,142,0.33083829286298144,668,0,1,1,214
78781,1997.0,1,56.0,72,0.21771385422040557,1026,-1,0,0,185
7063,1997.0,0,66.0,45,-0.12404448560529342,41,1,1,0,129
72676,2015.0,-1,48.0,21,-0.34584196764563174,947,0,1,2,170
71192,2006.0,0,54.0,21,-0.3510869793605792,1017,0,0,0,153
76871,1987.0,0,52.0,78,0.07060352077966649,84,2,1,0,174
2298,2008.0,-1,65.0,113,0.5407922898370421,994,0,0,1,161
102211,1994.0,-1,29.0,125,0.7937444364396009,960,0,1,0,169
101642,2013.0,-1,44.0,165,-0.27183897117545835,483,-1,1,2,182
9451,1992.0,1,37.0,119,0.09054783089029837,900,0,1,0,182
8475,2005.0,0,16.0,142,-0.35587743576241654,945,-1,1,3,153
30090,2003.0,1,18.0,29,-0.16610986917801177,601,0,0,0,183
29833,1999.0,1,30.0,77,-0.36050555098100034,1138,0,1,0,196
32283,1993.0,-1,44.0,36,-0.37824062950352694,686,1,1,1,175
4656,1991.0,0,63.0,64,0.21923475919151564,520,0,0,2,165
111336,2018.0,1,49.0,82,0.21256671104736244,861,0,0,0,191
86373,1997.0,-1,32.0,23,-0.3861874623397663,615,2,1,1,164
3686,2013.0,-1,43.0,45,0.33794187921020646,993,2,1,2,191
31397,1982.0,0,43.0,65,0.3845296243164177,1331,0,0,0,178
7584,1981.0,-1,29.0,60,0.1546507981737156,507,0,0,2,154
83687,2008.0,0,17.0,135,-0.34091607231376564,626,0,0,1,167
83104,1994.0,1,53.0,7,-0.36147959808052194,630,0,1,3,168
71240,1986.0,-1,57.0,83,0.7871691546858783,1133,2,0,1,179
29582,1989.0,1,28.0,1,-0.3513369847827897,931,0,0,2,201
94363,1980.0,0,34.0,138,0.35220192874720185,666,-1,0,1,158
58110,1981.0,-1,25.0,125,0.39044255404246564,755,0,1,2,166
103147,2003.0,0,38.0,135,-0.3416127479058996,1083,0,0,0,159
75025,1989.0,1,16.0,128,-0.346403204307737,1019,1,1,1,169
89860,1988.0,1,43.0,36,0.8636160817119465,923,1,1,0,181
56310,2014.0,-1,54.0,78,-0.3769641639712016,976,-1,1,0,181
27638,1983.0,-1,41.0,125,-0.06707942823356049,1225,0,1,1,202
98363,1992.0,0,23.0,72,-0.3429314221458709,791,0,0,2,168
18813,2008.0,-1,46.0,77,-0.08940690691435509,1173,-1,0,1,180
49280,2014.0,-1,43.0,142,0.05748820850058495,1078,2,1,1,177
88060,2010.0,1,28.0,119,-0.3534562329721773,853,0,1,0,160
8787,1996.0,-1,34.0,148,-0.23286085307627116,1002,-1,0,-1,185
41837,1992.0,1,27.0,7,-0.3818682592013165,855,0,1,2,172
12452,1995.0,0,54.0,151,-0.013691442876832407,1299,0,0,0,170
54446,2012.0,-1,40.0,72,-0.3462686930416126,651,0,1,0,202
111075,1984.0,1,27.0,148,-0.27064506773061625,778,0,1,2,220
73362,2007.0,-1,29.0,119,-0.26499373922558267,765,1,0,2,162
74922,1982.0,1,46.0,57,-0.3721417031646656,964,-1,1,0,181
86662,2013.0,-1,21.0,90,0.0558453157260586,1125,1,1,1,204
111952,1985.0,0,57.0,13,0.6450983554052829,671,0,1,2,158
13146,2012.0,1,24.0,148,-0.36763418425364164,1028,0,1,0,162
110082,2009.0,1,72.0,38,-0.3736027738139479,988,1,0,2,217
47515,1997.0,-1,32.0,105,-0.24831619755396517,967,-1,0,2,171
29829,2009.0,1,37.345303545323276,156,-0.34680256361854084,770,0,0,0,208
93451,2005.0,1,85.0,129,0.025497254928632303,1026,0,0,2,177
9893,2011.0,-1,57.0,13,-0.11253820636823104,992,1,1,1,168
11113,1992.0,-1,19.0,125,-0.38277783365948875,979,1,1,-1,201
95228,2016.0,0,14.0,103,-0.2800905416042623,827,0,1,0,172
34449,1988.0,-1,47.0,165,-0.355400152683651,923,-1,1,0,157
35788,1996.0,-1,24.0,72,-0.2246477806994959,948,2,1,0,175
16643,1980.0,-1,32.0,12,-0.3832620742175366,972,0,0,0,198
69841,2005.0,1,18.0,118,0.4410266752484281,1048,0,1,2,188
101615,2009.0,-1,16.0,25,-0.34371297898524894,986,0,1,0,164
20088,2002.0,0,29.0,144,0.11134466412898768,865,1,0,2,144
64724,1990.0,-1,21.0,143,-0.04134139320858402,622,1,0,-1,161
23680,2003.0,1,58.0,12,-0.3821572265075079,692,0,0,2,206
49378,2019.0,-1,23.0,45,0.410415621734131,865,0,0,2,210
68109,2018.0,1,64.0,8,0.1419636027864714,1083,0,1,1,169
75830,1981.0,-1,40.0,69,-0.3548356691978807,810,0,1,2,207
8540,1993.0,0,65.0,142,0.15328388541072038,1052,0,0,2,160
45209,1993.0,-1,27.0,106,-0.15044301733013593,1153,-1,0,0,181
105232,1990.0,0,18.0,45,-0.38170916484172795,881,-1,1,-1,168
89490,1985.0,-1,32.0,21,-0.34250655207769864,805,0,0,0,155
71376,2012.0,1,43.0,148,-0.35778239358990943,752,-1,0,0,211
11333,2014.0,1,32.0,96,-0.29715538295592764,1102,0,1,2,176
11607,1994.0,-1,42.0,128,-0.06845190697998156,1212,0,0,0,169
81848,1987.0,0,71.0,36,-0.2153521245463953,914,0,1,2,172
1050,1997.0,1,21.0,135,0.27258610182402365,1087,-1,1,-1,195
68882,1983.0,1,46.0,144,0.3087260322079859,990,1,1,2,152
6640,1992.0,1,16.0,112,-0.37336204503078047,946,-1,1,0,193
88969,1983.0,-1,46.0,151,0.3881220027858436,893,-1,0,2,167
61020,2000.0,0,20.0,129,-0.36846397961604355,1099,-1,1,0,165
92814,1980.0,1,29.0,142,0.03443019449514919,539,1,0,-1,189
18786,2013.0,1,42.0,110,-0.3467858656682633,959,0,1,0,190
58522,1993.0,-1,40.0,110,0.6881377860775227,1180,1,0,0,165
11081,2019.0,-1,50.0,112,-0.20896933305281623,613,-1,1,1,188
24568,1989.0,-1,41.0,164,-0.3512739036372969,677,0,0,0,165
4026,2005.0,-1,47.0,118,-0.37948462679920164,767,1,0,2,154
14373,1997.0,-1,55.0,123,-0.3405009427165886,1209,0,1,2,208
45481,1996.0,1,68.0,46,-0.3772062842502255,661,-1,1,1,220
23976,1999.4212743832472,-1,19.0,64,-0.04406547826357928,932,1,1,2,201
88747,1994.0,-1,18.0,118,0.7561429715744042,848,-1,1,2,182
17064,1983.0,-1,53.0,41,-0.31776343659009065,709,-1,0,4,199
66409,2000.0,1,28.0,132,-0.1555433134760116,832,-1,0,0,175
78169,2012.0,1,18.0,59,0.5882900732333777,1086,-1,0,2,173
51479,1982.0,-1,44.0,21,-0.3653535225449048,1071,0,1,2,167
45686,1986.0,-1,63.0,8,-0.34897422481852175,887,0,0,1,206
66006,2009.0,1,31.0,36,0.24220742811775522,713,0,0,1,212
82284,2007.0,1,26.0,43,-0.35922954928062717,1283,-1,0,0,192
75790,2001.0,1,20.0,17,0.132917024391677,793,1,1,2,180
37758,1985.0,1,25.0,12,0.34826956145684773,781,0,0,3,168
26037,1981.0,1,36.0,21,0.3417610715042352,945,0,0,2,187
68366,2014.0,1,30.0,7,-0.37738578721570876,877,0,0,0,160
85439,1993.0,0,41.0,68,0.6671614498733502,860,0,0,1,157
37017,1984.0,0,42.0,151,0.07316201782774308,881,2,0,0,174
75633,1986.0,-1,52.0,129,-0.12697775887070972,877,0,0,1,162
23851,2006.0,1,47.0,95,-0.37628372249739295,821,0,0,1,159
57693,1996.0,-1,90.0,109,-0.019134047003397082,827,0,1,0,178
34577,2002.0,1,65.0,156,-0.34397689936602405,1020,-1,1,1,199
57433,1996.0,1,25.0,45,0.4480885167199593,1107,-1,1,0,176
27695,1983.0,1,44.0,156,0.005933287018765977,1033,1,0,2,203
90038,1992.0,1,17.0,62,-0.20689461273083534,961,0,1,2,182
41983,2010.0,1,20.0,7,-0.3855854084658716,1172,1,1,0,197
111856,1987.0,-1,28.0,78,0.40524853378714526,1002,0,1,1,175
11688,2003.0,0,46.0,116,-0.3409309149362345,1107,-1,0,1,148
68104,2010.0,1,65.0,22,-0.38027870710128775,978,1,0,0,171
36556,2010.0,-1,23.0,135,-0.21484701155050054,790,-1,1,0,204
27937,2012.0,0,24.0,153,0.3348866181413739,719,-1,0,1,190
109544,1997.0,-1,23.0,76,-0.0316064881967944,896,0,1,1,162
75794,2002.0,1,54.0,92,-0.38426070441052224,1014,-1,0,2,172
83542,1984.0,1,23.0,17,-0.3690915442473067,1064,1,0,1,204
106041,1983.0,1,33.0,128,0.6614693041565272,724,0,1,3,160
87090,2008.0,0,24.0,21,-0.35287087704856007,921,0,1,0,135
23403,1988.0,-1,15.0,8,-0.08318738426793394,957,-1,1,1,177
28627,2002.0,1,47.0,84,0.04499443103738858,1044,-1,1,0,218
11479,1982.0,-1,31.0,112,0.25132311747342045,769,0,1,0,153
